snapped_at,price,market_cap,total_volume
2025-09-27 00:00:00 UTC,1.000321499127517,4401582.666475056,898768.4577913575
2025-09-28 00:00:00 UTC,1.0010608554211202,4401408.188146644,622007.8206160308
2025-09-29 00:00:00 UTC,0.9992435125912668,4402740.234818745,715774.1067766906
2025-09-30 00:00:00 UTC,1.0004819911178422,4503641.241772557,981610.3542270823
2025-10-01 00:00:00 UTC,1.0000787071891992,4800947.038256995,1147198.7307861913
2025-10-02 00:00:00 UTC,1.0005290342764783,4902053.015373629,1645560.108626372
2025-10-03 00:00:00 UTC,1.000614782683705,5001634.533273065,2765554.4298580596
2025-10-04 00:00:00 UTC,1.0004976402252155,5002423.276669435,1971385.1979217627
2025-10-05 00:00:00 UTC,1.0005414643952146,5001265.035966705,1026910.5504951807
2025-10-06 00:00:00 UTC,1.000071555006303,5000070.913531935,1001426.1289321237
2025-10-07 00:00:00 UTC,1.0001693974659576,5100740.228775694,378011.088569078
2025-10-08 00:00:00 UTC,0.9996496591917359,5201959.771323422,358638.1712774663
2025-10-09 00:00:00 UTC,1.0000659741286857,5400236.046980423,296932.8894995012
2025-10-10 00:00:00 UTC,1.000324311734149,5401570.841057173,145735.32305727992
2025-10-11 00:00:00 UTC,1.0007503479330127,5409369.482389176,331913.7950572656
2025-10-12 00:00:00 UTC,0.9997689853624084,5404426.332342224,346334.8959207398
2025-10-13 00:00:00 UTC,1.000840333746745,5404537.802232423,136875.1312340294
2025-10-14 00:00:00 UTC,0.9991197540093713,5392639.476066035,320028.18561838364
2025-10-15 00:00:00 UTC,1.0000839661057335,5501792.4699232,303888.02564298303
2025-10-16 00:00:00 UTC,1.0002054920379744,5501112.959517323,322715.799949377
2025-10-17 00:00:00 UTC,1.0011632088360378,5506403.311095203,330773.8497149193
2025-10-18 00:00:00 UTC,1.0002088788832504,5601169.7217462,260989.80171592874
2025-10-19 00:00:00 UTC,0.9995653730035805,5598491.492195982,371921.8424908681
2025-10-20 00:00:00 UTC,1.0001756064982283,5800599.89907837,334567.91094221454
2025-10-21 00:00:00 UTC,0.9998700666726356,5799237.954575371,189166.780301278
